Motion Through Fluids Experiment Wed, Mar 21, 2018 2:58 PM
Time(sec)	Position(mm)
53.229	175.086
53.329	0.000
53.429	175.633
53.529	176.179
53.629	176.726
53.729	176.726
53.829	0.000
53.929	0.000
54.029	177.820
54.129	178.366
54.229	0.000
54.329	178.913
54.429	179.460
54.529	0.000
54.629	0.000
54.729	180.553
54.829	0.000
54.929	181.100
55.029	181.647
55.129	0.000
55.229	182.194
55.329	182.740
55.429	0.000
55.529	0.000
55.629	183.834
55.729	183.834
55.829	184.381
55.929	184.927
56.029	184.927
56.129	185.474
56.229	185.474
56.329	186.021
56.429	186.568
56.529	186.568
56.629	0.000
56.729	187.661
56.829	187.661
56.929	188.208
57.029	188.755
57.129	188.755
57.229	189.301
57.329	189.848
57.429	189.848
57.529	190.395
57.629	190.942
57.729	190.942
57.829	191.488
57.929	0.000
58.029	192.035
58.129	192.582
58.229	192.582
58.329	193.129
58.430	193.675
58.529	193.675
58.629	194.222
58.729	194.769
58.829	194.769
58.929	195.316
59.029	195.862
59.129	195.862
59.229	196.409
59.329	196.409
59.429	196.956
59.529	197.502
59.629	197.502
59.730	198.049
59.829	198.596
59.929	198.596
60.029	0.000
60.129	199.689
60.229	199.689
60.330	200.236
60.429	200.783
60.529	200.783
60.629	201.330
60.729	201.330
60.829	201.876
60.929	202.423
61.029	202.970
61.129	0.000
61.229	203.517
61.329	204.063
61.429	204.063
61.529	204.610
61.629	204.610
61.729	205.157
61.829	205.704
61.929	205.704
62.029	206.250
62.129	206.797
62.229	206.797
62.329	207.344
62.429	207.891
62.529	207.891
62.629	208.437
62.729	208.437
62.829	208.984
62.929	0.000
63.029	209.531
63.129	210.078
63.230	210.624
63.329	210.624
63.429	211.171
63.529	211.718
63.629	211.718
63.729	212.265
63.829	212.265
63.929	212.811
64.029	213.358
64.129	213.358
64.229	213.905
64.329	214.452
64.429	214.452
64.529	214.998
64.629	215.545
64.729	215.545
64.829	216.092
64.929	216.638
65.029	216.638
65.129	217.185
65.230	217.732
65.329	0.000
65.429	218.279
65.529	218.825
65.629	0.000
65.729	219.372
65.829	219.919
65.929	0.000
66.029	220.466
66.129	0.000
66.229	221.012
66.329	221.559
66.429	0.000
66.529	222.106
66.629	222.653
66.729	223.199
66.829	223.199
66.929	223.746
67.029	223.746
67.129	224.293
67.229	224.840
67.329	0.000
67.429	225.386
67.529	225.933
67.630	0.000
67.729	0.000
67.829	226.480
67.929	0.000
68.029	227.573
68.129	228.120
68.229	228.120
68.329	228.667
68.429	228.667
68.529	229.214
68.629	229.760
68.729	229.760
68.829	230.307
68.929	230.854
69.029	230.854
69.129	231.401
69.230	231.947
69.330	0.000
69.429	0.000
69.529	0.000
69.629	233.041
69.729	233.588
69.829	0.000
69.929	0.000
70.029	0.000
70.129	0.000
70.229	235.228
70.329	0.000
70.429	0.000
70.529	236.321
70.630	0.000
70.729	236.868
70.829	237.415
70.929	0.000
71.029	237.962
71.129	238.508
71.229	0.000
71.329	239.055
71.429	239.602
71.529	0.000
71.630	0.000
71.729	0.000
71.829	240.695
71.929	241.242
72.029	0.000
72.129	0.000
72.229	242.335
72.329	242.882
72.429	242.882
72.529	243.429
72.629	243.429
72.729	0.000
72.829	0.000
72.929	0.000
73.029	245.069
73.129	245.616
73.229	245.616
73.329	246.163
73.429	0.000
73.529	246.709
73.629	0.000
73.729	247.803
73.829	0.000
73.929	248.350
74.029	0.000
74.129	0.000
74.229	0.000
74.329	249.443
74.429	0.000
74.529	0.000
74.630	0.000
74.729	0.000
74.829	0.000
74.929	0.000
75.029	0.000
75.129	0.000
75.229	0.000
75.330	0.000
75.429	0.000
75.529	0.000
75.629	0.000
75.729	0.000
75.829	0.000
75.929	0.000
76.029	0.000
76.129	0.000
76.229	0.000
76.329	0.000
76.429	0.000
76.529	0.000
76.629	0.000
76.729	0.000
76.829	0.000
76.929	0.000
77.029	0.000
77.129	0.000
77.229	0.000
77.329	0.000
77.429	0.000
77.529	0.000
77.629	0.000
77.729	0.000
77.829	0.000
77.929	0.000
78.029	0.000
78.129	0.000
78.229	0.000
78.329	0.000
78.429	0.000
78.529	0.000
78.629	0.000
78.729	0.000
78.829	0.000
78.929	0.000
79.029	0.000
79.129	0.000
79.229	0.000
79.329	0.000
79.429	0.000
79.529	0.000
79.629	0.000
79.729	0.000
79.829	0.000
