Motion Through Fluids Experiment Wed, Mar 21, 2018 2:42 PM
Time(sec)	Position(mm)
14.308	157.043
14.358	157.590
14.408	158.137
14.458	158.684
14.508	159.230
14.559	159.777
14.608	160.324
14.658	161.417
14.708	161.964
14.758	162.511
14.808	163.058
14.858	163.604
14.908	164.151
14.958	164.698
15.008	165.791
15.058	166.338
15.108	166.885
15.158	167.432
15.208	167.978
15.259	168.525
15.308	169.619
15.358	170.165
15.408	170.712
15.458	171.259
15.508	171.806
15.558	172.352
15.608	172.899
15.658	173.992
15.708	174.539
15.758	175.086
15.808	175.633
15.858	176.179
15.908	176.726
15.958	177.820
16.008	178.366
16.058	178.913
16.108	179.460
16.158	180.007
16.208	180.553
16.259	181.647
16.308	182.194
16.358	182.740
16.408	183.287
16.458	183.834
16.508	184.381
16.558	184.927
16.608	186.021
16.658	186.568
16.708	187.114
16.758	187.661
16.808	188.208
16.858	188.755
16.908	189.848
16.958	190.395
17.008	190.942
17.059	191.488
17.108	192.035
17.158	192.582
17.208	193.675
17.258	194.222
17.308	194.769
17.358	195.316
17.408	195.862
17.458	196.409
17.508	197.502
17.558	197.502
17.608	198.596
17.658	199.143
17.708	199.689
17.758	200.236
17.808	200.783
17.858	201.876
17.908	202.423
17.958	202.970
18.008	203.517
18.059	204.063
18.108	204.610
18.158	205.157
18.208	206.250
18.258	206.797
18.308	207.344
18.358	207.891
18.408	208.437
18.458	208.984
18.508	210.078
18.558	210.624
18.608	211.171
18.658	211.718
18.708	212.265
18.758	212.811
18.808	213.905
18.858	214.452
18.908	214.998
18.958	215.545
19.008	216.092
19.058	216.638
19.108	217.185
19.158	218.279
19.208	218.825
19.258	219.372
19.308	219.919
19.358	220.466
19.408	221.012
19.458	222.106
19.508	222.653
19.559	223.199
19.608	223.746
19.658	224.293
19.708	224.840
19.758	225.933
19.808	226.480
19.858	227.027
19.908	227.573
19.958	228.120
20.008	228.667
20.058	229.214
20.108	230.307
20.158	230.854
20.208	231.401
20.258	231.947
20.309	232.494
20.358	233.041
20.408	234.134
20.458	234.681
20.508	235.228
20.558	235.775
20.608	236.321
20.658	236.868
20.708	237.415
20.758	237.962
20.808	238.508
20.858	239.602
20.908	240.148
20.958	240.695
21.008	241.242
21.059	241.789
21.108	242.335
21.158	242.882
21.208	243.976
21.258	244.522
21.308	245.069
21.358	245.616
21.408	246.163
21.458	246.709
21.508	247.803
21.558	248.350
21.608	248.896
21.658	249.443
21.708	249.990
21.758	250.537
21.808	251.083
21.858	251.630
21.908	252.724
21.959	253.270
22.008	253.817
22.058	254.364
22.108	254.911
22.158	254.911
22.208	255.457
22.258	0.000
22.308	0.000
22.358	0.000
22.408	0.000
22.458	0.000
22.508	0.000
22.558	0.000
22.609	0.000
22.658	0.000
22.708	0.000
22.758	0.000
22.808	0.000
22.858	0.000
22.908	0.000
22.958	0.000
23.008	0.000
