Motion Through Fluids Experiment Wed, Mar 21, 2018 3:00 PM
Time(sec)	Position(mm)
31.738	104.009
31.838	0.000
31.938	105.103
32.038	105.650
32.138	105.650
32.238	106.196
32.338	106.743
32.438	107.290
32.538	107.290
32.638	107.837
32.738	107.837
32.838	108.383
32.938	108.930
33.038	109.477
33.138	109.477
33.238	110.024
33.338	0.000
33.438	110.570
33.538	111.117
33.638	111.664
33.738	0.000
33.838	112.210
33.938	112.757
34.038	112.757
34.138	0.000
34.238	0.000
34.338	113.851
34.438	114.397
34.538	114.944
34.638	0.000
34.739	115.491
34.838	116.038
34.938	0.000
35.038	116.584
35.138	117.131
35.239	0.000
35.338	0.000
35.438	118.225
35.538	0.000
35.638	118.771
35.738	119.318
35.838	119.865
35.938	119.865
36.038	120.412
36.138	0.000
36.238	120.958
36.338	0.000
36.438	0.000
36.538	122.052
36.638	122.599
36.738	123.145
36.838	123.145
36.938	123.692
37.038	0.000
37.138	0.000
37.238	124.786
37.338	125.332
37.438	125.332
37.538	125.879
37.638	126.426
37.738	0.000
37.838	126.973
37.938	127.519
38.038	0.000
38.138	128.066
38.238	128.613
38.338	0.000
38.438	129.160
38.538	129.706
38.638	0.000
38.738	0.000
38.838	130.800
38.938	0.000
39.038	131.347
39.138	131.893
39.238	132.440
39.338	132.440
39.438	132.987
39.538	132.987
39.638	133.533
39.738	134.080
39.838	134.627
39.938	134.627
40.038	135.174
40.138	135.174
40.238	135.720
40.338	136.267
40.438	136.814
40.538	136.814
40.638	137.361
40.738	137.907
40.839	137.907
40.938	138.454
41.038	138.454
41.138	139.001
41.238	139.548
41.338	139.548
41.438	140.094
41.538	140.641
41.638	141.188
41.738	141.188
41.838	141.735
41.939	142.281
42.038	142.281
42.138	142.828
42.238	143.375
42.338	143.375
42.438	143.922
42.538	144.468
42.638	144.468
42.738	145.015
42.838	145.562
42.938	146.109
43.038	146.109
43.138	146.655
43.238	146.655
43.338	147.202
43.438	147.749
43.538	147.749
43.638	148.296
43.738	148.842
43.838	0.000
43.938	149.389
44.038	149.936
44.138	149.936
44.238	150.483
44.338	151.029
44.438	151.576
44.538	151.576
44.638	152.123
44.738	152.670
44.838	152.670
44.938	153.216
45.038	153.763
45.138	153.763
45.238	154.310
45.338	154.856
45.438	154.856
45.538	155.403
45.638	155.950
45.738	0.000
45.838	156.497
45.938	157.043
46.038	157.043
46.138	157.590
46.238	158.137
46.338	158.137
46.438	158.684
46.538	159.230
46.639	0.000
46.738	159.777
46.838	160.324
46.938	160.324
47.038	160.871
47.138	161.417
47.238	0.000
47.338	161.964
47.438	162.511
47.539	0.000
47.638	163.058
47.738	163.604
47.838	0.000
47.938	164.151
48.038	164.698
48.138	0.000
48.238	165.245
48.338	165.791
48.438	166.338
48.538	166.338
48.638	166.885
48.738	167.432
48.838	167.432
48.938	167.978
49.038	168.525
49.138	0.000
49.238	169.072
49.338	0.000
49.438	169.619
49.538	170.165
49.638	170.712
49.738	170.712
49.838	171.259
49.938	171.806
50.038	171.806
50.138	172.352
50.238	172.352
50.338	172.899
50.438	173.446
50.539	173.992
50.638	173.992
50.738	174.539
50.838	175.086
50.938	175.086
51.038	175.633
51.138	176.179
51.238	176.179
51.338	176.726
51.438	176.726
51.538	177.273
51.638	177.820
51.738	178.366
51.838	178.366
51.938	178.913
52.038	179.460
52.138	179.460
52.238	0.000
52.338	180.553
52.438	180.553
52.538	181.100
52.638	181.647
52.738	181.647
52.838	182.194
52.938	182.740
53.038	182.740
53.138	183.287
53.238	183.834
53.338	183.834
53.438	184.381
53.538	184.927
53.638	0.000
53.738	185.474
53.838	186.021
53.938	186.021
54.038	186.568
54.138	187.114
54.238	187.114
54.338	187.661
54.438	188.208
54.538	188.208
54.638	188.755
54.738	189.301
54.838	189.301
54.938	189.848
55.038	190.395
55.138	190.395
55.238	0.000
55.338	191.488
55.438	191.488
55.538	192.035
55.638	192.582
55.738	192.582
55.839	193.129
55.938	193.675
56.038	194.222
56.138	194.222
56.238	194.769
56.338	194.769
56.438	195.316
56.538	195.862
56.638	195.862
56.738	196.409
56.838	196.956
56.938	197.502
57.038	197.502
57.138	198.049
57.238	198.049
57.338	198.596
57.438	199.143
57.538	0.000
57.638	199.689
57.738	200.236
57.838	200.236
57.938	200.783
58.038	201.330
58.138	201.330
58.238	201.876
58.338	202.423
58.438	202.423
58.538	202.970
58.638	203.517
58.738	203.517
58.838	204.063
58.938	204.610
59.038	204.610
59.138	205.157
59.238	205.704
59.338	205.704
59.438	206.250
59.538	206.797
59.638	206.797
59.738	207.344
59.838	207.891
59.938	207.891
60.038	208.437
60.138	208.984
60.238	208.984
60.338	209.531
60.438	210.078
60.538	210.078
60.638	210.624
60.738	211.171
60.838	211.171
60.938	211.718
61.038	212.265
61.138	212.265
61.238	212.811
61.338	213.358
61.438	213.358
61.539	213.905
61.638	214.452
61.738	214.452
61.838	214.998
61.938	214.998
62.038	215.545
62.138	216.092
62.239	216.638
62.338	216.638
62.438	217.185
62.538	217.732
62.638	217.732
62.738	218.279
62.838	218.825
62.938	219.372
63.038	219.372
63.138	0.000
63.238	219.919
63.338	220.466
63.438	0.000
63.538	221.012
63.638	221.559
63.738	0.000
63.838	222.106
63.938	0.000
64.038	223.199
64.138	223.199
64.238	223.746
64.338	224.293
64.438	0.000
64.538	224.840
64.638	225.386
64.738	0.000
64.838	225.933
64.938	226.480
65.038	226.480
65.138	227.027
65.238	227.573
65.338	227.573
65.438	228.120
65.538	0.000
65.638	0.000
65.738	229.214
65.838	0.000
65.938	0.000
66.038	0.000
66.138	0.000
66.238	0.000
66.338	231.401
66.438	0.000
66.538	0.000
66.638	232.494
66.738	0.000
66.838	233.041
66.938	0.000
67.038	0.000
67.138	0.000
67.238	0.000
67.338	0.000
67.438	0.000
67.538	235.775
67.638	0.000
67.738	0.000
67.838	236.868
67.938	0.000
68.038	0.000
68.138	237.962
68.238	0.000
68.338	0.000
68.438	0.000
68.538	0.000
68.638	0.000
68.738	0.000
68.838	0.000
68.938	0.000
69.038	0.000
69.138	0.000
69.238	241.789
69.338	0.000
69.438	0.000
69.538	0.000
69.638	0.000
69.738	0.000
69.838	0.000
69.938	0.000
70.038	244.522
70.138	0.000
70.238	0.000
70.338	0.000
70.438	246.163
70.538	0.000
70.638	0.000
70.738	0.000
70.838	247.803
70.938	0.000
71.038	0.000
71.138	0.000
71.238	0.000
71.338	0.000
71.438	0.000
71.538	0.000
71.638	0.000
71.738	0.000
71.838	0.000
71.938	0.000
72.038	0.000
72.138	0.000
72.238	0.000
72.338	0.000
72.438	0.000
72.538	0.000
72.638	0.000
72.738	0.000
72.838	0.000
72.938	0.000
73.038	0.000
73.138	0.000
73.238	0.000
73.338	0.000
73.438	0.000
73.538	0.000
73.638	0.000
73.739	0.000
73.838	0.000
73.938	0.000
74.038	0.000
74.138	0.000
74.238	0.000
74.338	0.000
74.438	0.000
74.538	0.000
74.638	0.000
74.738	0.000
74.838	0.000
74.938	0.000
75.038	0.000
75.138	0.000
75.238	0.000
75.338	0.000
75.438	0.000
75.538	0.000
75.638	0.000
75.738	0.000
75.838	0.000
75.938	0.000
76.038	0.000
76.138	0.000
76.238	0.000
76.338	0.000
76.438	0.000
76.538	0.000
76.638	0.000
76.738	0.000
76.838	0.000
76.939	0.000
77.038	0.000
