Motion Through Fluids Experiment Wed, Mar 21, 2018 2:49 PM
Time(sec)	Position(mm)
9.062	54.256
9.112	54.802
9.162	54.802
9.212	55.349
9.262	55.896
9.312	55.896
9.362	56.443
9.412	56.989
9.462	56.989
9.512	57.536
9.562	58.083
9.612	58.083
9.662	58.630
9.712	59.176
9.762	59.176
9.813	59.723
9.862	60.270
9.912	60.270
9.962	60.817
10.012	61.363
10.062	61.363
10.112	61.910
10.162	62.457
10.212	63.004
10.262	63.004
10.312	63.550
10.362	64.097
10.412	64.097
10.462	64.644
10.512	65.191
10.562	65.191
10.612	65.737
10.662	66.284
10.712	66.284
10.762	66.831
10.812	67.378
10.862	67.378
10.912	67.924
10.963	68.471
11.012	68.471
11.062	69.018
11.112	69.564
11.162	69.564
11.212	70.111
11.262	70.658
11.312	70.658
11.362	71.205
11.413	71.751
11.462	71.751
11.512	72.298
11.562	72.845
11.612	72.845
11.662	73.392
11.712	73.938
11.762	73.938
11.812	74.485
11.862	75.032
11.912	75.032
11.962	75.579
12.012	76.125
12.062	76.125
12.112	76.672
12.162	77.219
12.212	77.219
12.262	77.766
12.312	78.312
12.362	78.312
12.412	78.859
12.462	79.406
12.512	79.953
12.562	79.953
12.612	80.499
12.662	81.046
12.712	81.046
12.762	81.593
12.812	81.593
12.863	82.140
12.912	82.686
12.962	82.686
13.012	83.233
13.062	83.780
13.112	84.327
13.162	84.327
13.212	84.873
13.262	85.420
13.312	85.420
13.362	85.967
13.412	86.514
13.462	86.514
13.512	87.060
13.562	87.607
13.613	87.607
13.662	88.154
13.712	88.701
13.762	88.701
13.812	89.247
13.862	89.794
13.912	89.794
13.962	90.341
14.012	90.887
14.062	90.887
14.112	91.434
14.162	91.981
14.212	91.981
14.262	92.528
14.312	93.074
14.363	93.074
14.412	93.621
14.462	94.168
14.512	94.168
14.562	94.715
14.612	95.261
14.662	95.261
14.712	95.808
14.762	96.355
14.812	96.355
14.862	96.902
14.912	97.448
14.962	97.448
15.012	97.995
15.062	98.542
15.112	98.542
15.162	99.089
15.212	99.635
15.262	99.635
15.312	100.182
15.362	100.729
15.412	101.276
15.462	101.276
15.512	101.822
15.562	102.369
15.612	102.369
15.662	102.916
15.712	103.463
15.762	103.463
15.812	104.009
15.862	104.556
15.912	104.556
15.962	105.103
16.012	105.650
16.062	105.650
16.112	106.196
16.163	106.743
16.212	106.743
16.262	107.290
16.312	107.837
16.362	107.837
16.412	108.383
16.462	108.930
16.512	108.930
16.562	109.477
16.612	110.024
16.662	110.024
16.712	110.570
16.762	111.117
16.812	111.117
16.862	111.664
16.912	112.210
16.962	112.210
17.012	112.757
17.062	113.304
17.113	113.304
17.162	113.851
17.212	114.397
17.262	114.397
17.312	114.944
17.362	115.491
17.412	115.491
17.462	116.038
17.512	116.584
17.562	116.584
17.612	117.131
17.662	117.678
17.712	117.678
17.762	118.225
17.812	118.771
17.862	118.771
17.912	119.318
17.962	119.865
18.012	119.865
18.062	120.412
18.112	120.958
18.162	120.958
18.213	121.505
18.262	122.052
18.312	122.052
18.362	122.599
18.412	123.145
18.462	123.145
18.512	123.692
18.562	124.239
18.612	124.239
18.662	124.786
18.712	125.332
18.762	125.332
18.812	125.879
18.862	126.426
18.912	126.973
18.963	126.973
19.012	127.519
19.062	128.066
19.112	128.066
19.162	128.613
19.212	129.160
19.262	129.160
19.312	129.706
19.363	130.253
19.412	130.253
19.462	130.800
19.512	131.347
19.563	131.347
19.612	131.893
19.662	132.440
19.712	132.440
19.762	132.987
19.812	133.533
19.862	133.533
19.912	134.080
19.962	134.627
20.012	134.627
20.062	135.174
20.112	135.720
20.162	135.720
20.212	136.267
20.262	136.814
20.312	137.361
20.362	137.361
20.412	137.907
20.462	138.454
20.513	138.454
20.562	139.001
20.612	139.548
20.662	139.548
20.712	140.094
20.762	140.094
20.812	140.641
20.862	141.188
20.912	141.735
20.962	141.735
21.012	142.281
21.062	142.828
21.112	142.828
21.162	143.375
21.212	143.922
21.262	143.922
21.313	144.468
21.362	145.015
21.412	145.015
21.462	145.562
21.512	146.109
21.563	146.109
21.612	146.655
21.662	147.202
21.712	147.202
21.762	147.749
21.812	148.296
21.862	148.296
21.912	148.842
21.962	149.389
22.012	149.389
22.062	149.936
22.112	150.483
22.162	150.483
22.212	151.029
22.262	151.576
22.312	151.576
22.362	152.123
22.412	152.670
22.463	152.670
22.512	153.216
22.562	153.763
22.612	153.763
22.662	154.310
22.712	154.856
22.762	154.856
22.812	155.403
22.862	155.950
22.912	155.950
22.962	156.497
23.012	157.043
23.062	157.043
23.112	157.590
23.162	158.137
23.212	158.137
23.262	158.684
23.312	159.230
23.362	159.230
23.412	159.777
23.462	160.324
23.512	160.324
23.562	160.871
23.612	161.417
23.662	161.417
23.712	161.964
23.762	162.511
23.812	162.511
23.862	163.058
23.912	163.604
23.962	163.604
24.012	164.151
24.062	164.698
24.112	165.245
24.162	165.245
24.213	165.791
24.262	166.338
24.312	166.338
24.362	166.885
24.412	167.432
24.462	167.432
24.512	167.978
24.562	168.525
24.612	168.525
24.662	169.072
24.712	169.619
24.762	169.619
24.812	170.165
24.862	170.712
24.912	170.712
24.962	171.259
25.012	171.806
25.062	171.806
25.112	172.352
25.162	172.899
25.212	172.899
25.262	173.446
25.313	173.992
25.362	173.992
25.412	174.539
25.462	175.086
25.512	175.086
25.563	175.633
25.612	176.179
25.662	176.179
25.713	176.726
25.762	177.273
25.812	177.273
25.862	177.820
25.912	178.366
25.962	178.366
26.012	178.913
26.062	179.460
26.112	179.460
26.163	180.007
26.212	180.553
26.262	181.100
26.312	181.100
26.362	181.647
26.412	182.194
26.462	182.194
26.512	182.740
26.562	182.740
26.612	183.287
26.662	183.834
26.712	184.381
26.762	184.381
26.812	184.927
26.862	184.927
26.912	185.474
26.962	186.021
27.012	186.021
27.062	186.568
27.112	187.114
27.162	187.661
27.212	187.661
27.262	188.208
27.312	188.755
27.362	188.755
27.413	189.301
27.462	189.848
27.512	189.848
27.562	190.395
27.612	190.942
27.662	190.942
27.712	191.488
27.762	192.035
27.813	192.035
27.862	192.582
27.912	193.129
27.962	193.129
28.012	193.675
28.063	194.222
28.112	194.222
28.162	194.769
28.212	195.316
28.262	195.316
28.313	195.862
28.362	196.409
28.412	196.409
28.463	196.956
28.512	197.502
28.562	197.502
28.612	198.049
28.662	198.596
28.712	198.596
28.763	199.143
28.812	199.689
28.862	199.689
28.912	200.236
28.962	200.783
29.012	200.783
29.062	201.330
29.112	201.876
29.162	201.876
29.212	202.423
29.262	202.970
29.312	202.970
29.362	203.517
29.412	204.063
29.462	204.610
29.512	204.610
29.562	205.157
29.612	205.157
29.662	205.704
29.712	206.250
29.762	206.250
29.812	206.797
29.862	207.344
29.912	207.344
29.962	207.891
30.012	208.437
30.062	208.437
30.112	208.984
30.162	209.531
30.212	209.531
30.262	210.078
30.313	210.624
30.362	210.624
30.412	211.171
30.463	211.718
30.512	212.265
30.563	212.265
30.612	212.811
30.662	212.811
30.712	213.358
30.762	213.905
30.812	213.905
30.862	214.452
30.912	214.998
30.962	215.545
31.012	215.545
31.062	216.092
31.112	216.638
31.162	216.638
31.213	217.185
31.262	217.732
31.312	217.732
31.362	218.279
31.412	218.279
31.463	218.825
31.512	219.372
31.562	219.919
31.612	219.919
31.662	220.466
31.712	221.012
31.763	221.012
31.812	221.559
31.862	221.559
31.913	222.106
31.962	222.653
32.012	222.653
32.062	223.199
32.112	223.746
32.162	224.293
32.212	224.293
32.262	224.840
32.312	225.386
32.362	225.386
32.412	225.933
32.462	226.480
32.512	226.480
32.562	227.027
32.612	227.573
32.662	227.573
32.712	228.120
32.762	228.120
32.812	228.667
32.862	229.214
32.912	229.214
32.962	229.760
33.012	230.307
33.062	230.307
33.113	230.854
33.162	231.401
33.212	231.947
33.262	231.947
33.312	232.494
33.362	232.494
33.412	233.041
33.462	233.588
33.512	233.588
33.562	234.134
33.612	234.681
33.662	234.681
33.712	235.228
33.762	235.775
33.812	235.775
33.862	236.321
33.912	236.868
33.962	237.415
34.012	237.415
34.063	237.962
34.112	237.962
34.162	238.508
34.212	239.055
34.262	239.602
34.312	239.602
34.362	240.148
34.412	240.695
34.462	240.695
34.512	241.242
34.563	241.242
34.612	241.789
34.662	242.335
34.712	242.335
34.762	242.882
34.812	243.429
34.863	243.976
34.912	243.976
34.962	244.522
35.012	245.069
35.062	245.069
35.112	245.616
35.162	246.163
35.212	246.163
35.262	246.709
35.312	246.709
35.362	247.256
35.412	247.803
35.462	247.803
35.512	248.350
35.562	248.896
35.612	248.896
35.662	249.443
35.712	249.990
35.762	249.990
35.812	250.537
35.862	250.537
35.912	251.083
35.962	251.630
36.012	252.177
36.062	252.177
36.112	252.724
36.162	252.724
36.213	253.270
36.262	253.817
36.313	253.817
36.362	254.364
36.412	254.911
36.462	254.911
36.512	255.457
36.562	0.000
36.612	0.000
36.662	0.000
36.712	0.000
36.762	0.000
36.812	0.000
36.862	0.000
36.912	0.000
36.963	0.000
37.012	0.000
37.062	0.000
37.112	0.000
37.162	0.000
37.212	0.000
