Motion Through Fluids Experiment Wed, Mar 21, 2018 2:48 PM
Time(sec)	Position(mm)
11.573	67.924
11.623	68.471
11.673	69.018
11.723	69.018
11.774	69.564
11.823	70.111
11.873	70.111
11.923	70.658
11.973	71.205
12.023	71.205
12.073	71.751
12.123	72.298
12.173	72.298
12.223	72.845
12.274	73.392
12.323	73.938
12.373	73.938
12.423	74.485
12.474	74.485
12.523	75.032
12.573	75.579
12.623	75.579
12.673	76.125
12.723	76.672
12.773	77.219
12.824	77.219
12.873	77.766
12.923	78.312
12.973	78.312
13.023	78.859
13.073	79.406
13.123	79.406
13.173	79.953
13.223	80.499
13.273	80.499
13.323	81.046
13.373	81.593
13.423	82.140
13.473	82.140
13.523	82.686
13.573	83.233
13.623	83.233
13.673	83.780
13.723	84.327
13.773	84.327
13.823	84.873
13.873	85.420
13.923	85.420
13.973	85.967
14.023	86.514
14.073	86.514
14.123	87.060
14.173	87.607
14.223	87.607
14.273	88.154
14.323	88.701
14.373	88.701
14.423	89.247
14.473	89.794
14.523	89.794
14.573	90.341
14.623	90.887
14.673	91.434
14.723	91.434
14.773	91.981
14.823	92.528
14.873	92.528
14.923	93.074
14.973	93.074
15.023	93.621
15.073	94.168
15.123	94.715
15.173	94.715
15.223	95.261
15.273	95.261
15.323	95.808
15.423	96.902
15.523	97.448
15.573	97.995
15.623	97.995
15.673	98.542
15.723	99.089
15.773	99.089
15.823	99.635
15.873	100.182
15.923	100.182
15.973	100.729
16.023	101.276
16.073	101.822
16.123	101.822
16.173	102.369
16.223	102.369
16.273	102.916
16.323	103.463
16.373	104.009
16.424	104.009
16.473	104.556
16.523	105.103
16.573	105.103
16.623	105.650
16.673	106.196
16.723	106.196
16.773	106.743
16.823	107.290
16.873	107.290
16.923	107.837
16.973	108.383
17.023	108.383
17.073	108.930
17.123	109.477
17.173	109.477
17.223	110.024
17.273	110.570
17.323	111.117
17.373	111.117
17.423	111.664
17.473	112.210
17.524	112.210
17.573	112.757
17.623	113.304
17.673	113.304
17.723	113.851
17.773	114.397
17.823	114.397
17.873	114.944
17.923	115.491
17.973	115.491
18.023	116.038
18.073	116.584
18.123	116.584
18.173	117.131
18.223	117.678
18.273	117.678
18.323	118.225
18.373	118.771
18.423	118.771
18.473	119.318
18.523	119.865
18.573	119.865
18.623	120.412
18.673	120.958
18.723	120.958
18.773	121.505
18.823	122.052
18.873	122.052
18.923	122.599
18.973	123.145
19.023	123.692
19.073	123.692
19.123	124.239
19.173	124.786
19.223	124.786
19.273	125.332
19.323	125.879
19.374	125.879
19.423	126.426
19.473	126.973
19.523	126.973
19.573	127.519
19.623	128.066
19.673	128.066
19.723	128.613
19.773	129.160
19.823	129.160
19.873	129.706
19.923	130.253
19.973	130.253
20.023	130.800
20.073	131.347
20.123	131.893
20.173	131.893
20.223	132.440
20.273	132.987
20.323	132.987
20.373	133.533
20.423	133.533
20.473	134.080
20.523	134.627
20.573	135.174
20.623	135.174
20.673	135.720
20.723	136.267
20.773	136.267
20.823	136.814
20.873	137.361
20.923	137.361
20.974	137.907
21.023	138.454
21.073	138.454
21.123	139.001
21.173	139.548
21.223	139.548
21.273	140.094
21.323	140.641
21.373	140.641
21.423	141.188
21.473	141.735
21.524	141.735
21.573	142.281
21.623	142.828
21.673	143.375
21.723	143.375
21.773	143.922
21.823	144.468
21.873	144.468
21.923	145.015
21.973	145.562
22.023	145.562
22.073	146.109
22.123	146.655
22.173	146.655
22.223	147.202
22.273	147.749
22.323	147.749
22.373	148.296
22.423	148.842
22.473	148.842
22.523	149.389
22.573	149.936
22.623	149.936
22.673	150.483
22.723	151.029
22.773	151.029
22.823	151.576
22.874	152.123
22.923	152.123
22.973	152.670
23.023	153.216
23.073	153.216
23.123	153.763
23.173	154.310
23.223	154.856
23.273	154.856
23.324	155.403
23.373	155.950
23.423	155.950
23.473	156.497
23.523	157.043
23.573	157.043
23.623	157.590
23.673	158.137
23.723	158.137
23.773	158.684
23.823	159.230
23.873	159.230
23.923	159.777
23.973	160.324
24.023	160.324
24.073	160.871
24.123	161.417
24.173	161.417
24.223	161.964
24.273	162.511
24.323	162.511
24.373	163.058
24.423	163.604
24.473	163.604
24.523	164.151
24.573	164.698
24.623	164.698
24.673	165.245
24.724	165.791
24.773	165.791
24.823	166.338
24.873	166.885
24.923	166.885
24.973	167.432
25.023	167.978
25.073	168.525
25.123	168.525
25.173	169.072
25.223	169.619
25.273	169.619
25.323	170.165
25.373	170.712
25.423	170.712
25.473	171.259
25.523	171.806
25.573	171.806
25.623	172.352
25.673	172.899
25.723	172.899
25.773	173.446
25.823	173.992
25.873	173.992
25.923	174.539
25.974	175.086
26.023	175.086
26.073	175.633
26.123	176.179
26.173	176.726
26.223	176.726
26.273	177.273
26.323	177.273
26.373	177.820
26.423	178.366
26.473	178.913
26.523	178.913
26.573	179.460
26.623	180.007
26.673	180.007
26.723	180.553
26.773	181.100
26.823	181.100
26.873	181.647
26.923	182.194
26.973	182.194
27.023	182.740
27.073	183.287
27.123	183.287
27.173	183.834
27.223	184.381
27.273	184.381
27.323	184.927
27.373	185.474
27.423	185.474
27.473	186.021
27.523	186.568
27.573	186.568
27.623	187.114
27.673	187.661
27.723	187.661
27.773	188.208
27.823	188.755
27.873	189.301
27.923	189.301
27.973	189.848
28.023	190.395
28.073	190.395
28.124	190.942
28.173	191.488
28.223	191.488
28.273	192.035
28.323	192.582
28.373	192.582
28.423	193.129
28.473	193.675
28.523	193.675
28.573	194.222
28.623	194.769
28.673	194.769
28.723	195.316
28.773	195.862
28.823	195.862
28.873	196.409
28.923	196.956
28.973	196.956
29.023	197.502
29.073	198.049
29.123	198.049
29.174	198.596
29.223	199.143
29.273	199.143
29.323	199.689
29.374	200.236
29.423	200.783
29.473	200.783
29.523	201.330
29.573	201.876
29.623	201.876
29.674	202.423
29.723	202.970
29.773	202.970
29.823	203.517
29.873	204.063
29.923	204.063
29.973	204.610
30.023	205.157
30.073	205.157
30.123	205.704
30.173	206.250
30.223	206.250
30.273	206.797
30.323	207.344
30.373	207.344
30.423	207.891
30.473	208.437
30.523	208.437
30.573	208.984
30.623	209.531
30.673	209.531
30.723	210.078
30.773	210.624
30.823	210.624
30.873	211.171
30.923	211.718
30.973	211.718
31.023	212.265
31.073	212.811
31.123	212.811
31.173	213.358
31.223	213.905
31.273	213.905
31.323	214.452
31.373	214.998
31.423	214.998
31.473	215.545
31.523	216.092
31.573	216.092
31.623	216.638
31.673	217.185
31.723	217.185
31.773	217.732
31.823	218.279
31.873	218.279
31.923	218.825
31.974	219.372
32.023	219.919
32.073	219.919
32.123	220.466
32.173	220.466
32.223	221.012
32.273	221.559
32.323	222.106
32.373	222.106
32.423	222.653
32.473	223.199
32.523	223.199
32.573	223.746
32.623	224.293
32.673	224.293
32.723	224.840
32.773	225.386
32.823	225.386
32.873	225.933
32.923	226.480
32.973	226.480
33.023	227.027
33.074	227.573
33.123	227.573
33.173	228.120
33.223	228.667
33.273	228.667
33.323	229.214
33.373	229.760
33.423	229.760
33.473	230.307
33.523	230.854
33.573	230.854
33.623	231.401
33.673	231.947
33.723	231.947
33.773	232.494
33.823	233.041
33.873	233.041
33.923	233.588
33.973	234.134
34.023	234.134
34.073	234.681
34.123	235.228
34.173	235.228
34.223	235.775
34.273	236.321
34.323	236.321
34.373	236.868
34.423	237.415
34.473	237.415
34.523	237.962
34.574	238.508
34.623	238.508
34.674	239.055
34.723	239.602
34.773	239.602
34.823	240.148
34.873	240.695
34.923	240.695
34.973	241.242
35.023	241.789
35.073	241.789
35.123	242.335
35.173	242.882
35.223	243.429
35.273	243.429
35.323	243.976
35.373	244.522
35.423	244.522
35.473	245.069
35.523	245.069
35.573	245.616
35.623	246.163
35.673	246.163
35.724	246.709
35.773	247.256
35.823	247.256
35.873	247.803
35.923	248.350
35.973	248.350
36.023	248.896
36.073	249.443
36.123	249.443
36.173	249.990
36.223	250.537
36.273	250.537
36.323	251.083
36.373	251.630
36.423	251.630
36.473	252.177
36.523	252.724
36.573	252.724
36.623	253.270
36.673	253.817
36.723	253.817
36.773	254.364
36.823	254.911
36.873	254.911
36.923	255.457
36.973	0.000
37.023	0.000
37.073	0.000
37.123	0.000
37.173	0.000
37.223	0.000
37.273	0.000
37.323	0.000
37.373	0.000
37.423	0.000
37.473	0.000
37.523	0.000
37.573	0.000
37.623	0.000
37.673	0.000
37.723	0.000
37.773	0.000
37.824	0.000
37.873	0.000
37.923	0.000
37.974	0.000
