Motion Through Fluids Experiment Wed, Mar 21, 2018 3:03 PM
Time(sec)	Position(mm)
19.452	71.205
19.552	71.751
19.652	72.298
19.752	72.298
19.852	72.845
19.952	73.392
20.052	73.392
20.152	73.938
20.252	74.485
20.352	75.032
20.452	75.032
20.552	75.579
20.652	76.125
20.752	76.125
20.852	76.672
20.952	77.219
21.052	77.219
21.152	77.766
21.252	78.312
21.352	78.312
21.452	78.859
21.552	79.406
21.652	79.406
21.752	79.953
21.852	80.499
21.952	80.499
22.052	81.046
22.152	81.593
22.252	82.140
22.352	82.140
22.453	82.686
22.552	83.233
22.653	83.233
22.752	83.780
22.852	84.327
22.952	84.327
23.052	84.873
23.152	85.420
23.252	85.420
23.352	85.967
23.452	86.514
23.552	86.514
23.652	87.060
23.752	87.607
23.852	87.607
23.952	88.154
24.052	88.701
24.152	89.247
24.252	89.247
24.352	89.794
24.452	90.341
24.552	90.341
24.652	90.887
24.752	91.434
24.852	91.434
24.952	91.981
25.053	92.528
25.152	92.528
25.252	93.074
25.352	93.621
25.452	93.621
25.552	94.168
25.652	94.715
25.752	94.715
25.852	95.261
25.952	95.808
26.052	96.355
26.152	96.355
26.252	96.902
26.352	97.448
26.452	97.448
26.552	97.995
26.652	98.542
26.752	98.542
26.852	99.089
26.952	99.635
27.052	100.182
27.152	100.182
27.252	100.729
27.352	101.276
27.452	101.276
27.552	101.822
27.652	102.369
27.752	102.369
27.852	102.916
27.952	103.463
28.052	103.463
28.152	104.009
28.252	104.556
28.352	104.556
28.452	105.103
28.552	105.650
28.652	105.650
28.752	106.196
28.852	106.743
28.952	107.290
29.052	107.290
29.152	107.837
29.252	108.383
29.352	108.383
29.452	108.930
29.552	109.477
29.652	109.477
29.752	110.024
29.852	110.570
29.952	110.570
30.052	111.117
30.152	111.664
30.252	112.210
30.352	112.210
30.452	112.757
30.552	113.304
30.652	113.304
30.752	113.851
30.852	114.397
30.952	114.397
31.052	114.944
31.152	115.491
31.252	115.491
31.352	116.038
31.452	116.584
31.552	116.584
31.652	117.131
31.752	117.678
31.852	117.678
31.952	118.225
32.052	118.771
32.152	119.318
32.252	119.318
32.352	119.865
32.452	120.412
32.552	120.412
32.652	120.958
32.752	121.505
32.852	121.505
32.952	122.052
33.052	122.599
33.152	122.599
33.252	123.145
33.352	123.692
33.452	123.692
33.552	124.239
33.652	124.786
33.752	124.786
33.852	125.332
33.952	125.879
34.052	126.426
34.152	126.426
34.252	126.973
34.352	127.519
34.452	127.519
34.552	128.066
34.652	128.613
34.752	128.613
34.852	129.160
34.952	129.706
35.052	129.706
35.152	130.253
35.252	130.800
35.352	131.347
35.452	131.347
35.552	131.893
35.652	132.440
35.752	132.440
35.852	132.987
35.952	133.533
36.052	133.533
36.152	134.080
36.252	134.627
36.352	134.627
36.452	135.174
36.552	135.720
36.652	135.720
36.752	136.267
36.852	136.814
36.952	137.361
37.052	137.361
37.152	137.907
37.252	138.454
37.352	138.454
37.452	139.001
37.552	139.548
37.652	139.548
37.752	140.094
37.852	140.641
37.952	140.641
38.052	141.188
38.152	141.735
38.252	142.281
38.352	142.281
38.452	142.828
38.552	142.828
38.652	143.375
38.752	143.922
38.852	144.468
38.952	144.468
39.052	145.015
39.152	145.562
39.252	145.562
39.352	146.109
39.452	146.655
39.552	146.655
39.652	147.202
39.752	147.749
39.852	147.749
39.952	148.296
40.052	148.842
40.152	149.389
40.252	149.389
40.352	149.936
40.452	150.483
40.552	150.483
40.652	151.029
40.752	151.029
40.852	151.576
40.952	152.123
41.052	152.670
41.152	152.670
41.252	153.216
41.352	153.763
41.452	153.763
41.552	154.310
41.652	154.856
41.752	155.403
41.852	155.403
41.952	155.950
42.052	156.497
42.152	156.497
42.252	157.043
42.352	157.590
42.452	157.590
42.552	158.137
42.652	158.684
42.752	158.684
42.853	159.230
42.952	159.777
43.052	159.777
43.152	160.324
43.252	160.871
43.352	160.871
43.452	161.417
43.552	161.964
43.652	161.964
43.752	162.511
43.852	163.058
43.952	163.058
44.052	163.604
44.152	164.151
44.252	164.698
44.352	164.698
44.452	165.245
44.552	165.791
44.652	165.791
44.752	166.338
44.852	166.885
44.952	166.885
45.052	167.432
45.152	167.978
45.252	167.978
45.352	168.525
45.452	169.072
45.552	169.072
45.652	169.619
45.752	170.165
45.852	170.712
45.952	170.712
46.052	171.259
46.152	171.806
46.252	171.806
46.352	172.352
46.452	172.899
46.552	172.899
46.652	173.446
46.752	173.992
46.852	173.992
46.953	174.539
47.052	175.086
47.152	175.086
47.252	175.633
47.352	176.179
47.453	176.179
47.553	176.726
47.652	177.273
47.752	177.273
47.852	177.820
47.953	178.366
48.052	178.913
48.152	178.913
48.252	179.460
48.352	180.007
48.452	180.007
48.552	180.553
48.652	181.100
48.752	181.100
48.852	181.647
48.952	182.194
49.052	182.194
49.152	182.740
49.252	183.287
49.352	183.287
49.452	183.834
49.552	184.381
49.652	184.381
49.752	184.927
49.852	185.474
49.952	186.021
50.052	186.021
50.152	186.568
50.252	186.568
50.352	187.114
50.452	187.661
50.552	187.661
50.652	188.208
50.752	188.755
50.852	189.301
50.952	189.301
51.052	189.848
51.152	190.395
51.252	190.395
51.352	190.942
51.452	191.488
51.552	191.488
51.652	192.035
51.752	192.582
51.852	192.582
51.952	193.129
52.052	193.675
52.152	193.675
52.252	194.222
52.352	194.769
52.452	194.769
52.552	195.316
52.652	195.862
52.752	196.409
52.852	196.409
52.952	196.956
53.053	197.502
53.152	197.502
53.252	198.049
53.352	198.596
53.452	198.596
53.552	199.143
53.652	199.689
53.752	199.689
53.852	200.236
53.952	200.783
54.052	200.783
54.152	201.330
54.252	201.876
54.352	201.876
54.452	202.423
54.552	202.970
54.652	202.970
54.752	203.517
54.852	204.063
54.952	204.063
55.052	204.610
55.152	205.157
55.252	205.704
55.352	205.704
55.452	206.250
55.552	206.797
55.652	206.797
55.752	207.344
55.852	207.891
55.952	207.891
56.052	208.437
56.152	208.984
56.252	208.984
56.352	209.531
56.452	210.078
56.552	210.078
56.652	210.624
56.752	211.171
56.852	211.171
56.952	211.718
57.052	212.265
57.152	212.265
57.252	212.811
57.352	213.358
57.452	213.358
57.552	213.905
57.652	214.452
57.752	214.452
57.852	214.998
57.952	215.545
58.052	215.545
58.152	216.092
58.252	216.638
58.352	216.638
58.452	217.185
58.552	217.732
58.652	217.732
58.752	218.279
58.852	218.825
58.952	219.372
59.052	219.372
59.152	219.919
59.252	219.919
59.352	220.466
59.452	221.012
59.552	221.012
59.652	221.559
59.752	222.106
59.852	222.106
59.952	222.653
60.052	223.199
60.152	223.746
60.252	223.746
60.352	224.293
60.452	224.840
60.552	224.840
60.652	225.386
60.752	225.933
60.852	225.933
60.952	226.480
61.052	227.027
61.152	227.027
61.252	227.573
61.352	227.573
61.452	228.120
61.552	228.667
61.652	229.214
61.752	229.214
61.852	229.760
61.952	230.307
62.052	230.307
62.152	230.854
62.252	231.401
62.352	231.401
62.452	231.947
62.552	232.494
62.652	232.494
62.752	233.041
62.852	233.588
62.952	233.588
63.052	234.134
63.152	234.681
63.252	234.681
63.352	235.228
63.452	235.775
63.552	236.321
63.652	236.321
63.752	236.868
63.852	236.868
63.952	237.415
64.052	237.962
64.152	238.508
64.252	238.508
64.352	239.055
64.452	239.055
64.552	239.602
64.653	240.148
64.752	240.695
64.852	240.695
64.952	241.242
65.052	241.242
65.152	241.789
65.252	242.335
65.352	242.882
65.452	242.882
65.552	243.429
65.652	243.429
65.752	243.976
65.852	244.522
65.952	244.522
66.052	245.069
66.152	245.616
66.252	246.163
66.352	246.163
66.452	246.709
66.552	246.709
66.652	247.256
66.752	247.803
66.852	247.803
66.952	248.350
67.052	248.896
67.152	248.896
67.252	249.443
67.352	249.990
67.452	249.990
67.552	250.537
67.652	251.083
67.752	251.083
67.852	251.630
67.952	252.177
68.052	252.177
68.152	252.724
68.252	253.270
68.352	0.000
68.452	253.817
68.552	254.364
68.652	254.364
68.752	254.911
68.852	255.457
68.952	255.457
69.052	0.000
69.152	0.000
69.252	0.000
69.352	0.000
69.452	0.000
69.552	0.000
69.652	0.000
69.752	0.000
69.852	0.000
69.952	0.000
70.052	0.000
70.152	0.000
70.252	0.000
70.352	0.000
