Motion Through Fluids Experiment Wed, Mar 21, 2018 2:45 PM
Time(sec)	Position(mm)
11.835	136.267
11.885	137.361
11.935	137.907
11.985	138.454
12.035	139.001
12.085	139.548
12.135	140.094
12.185	141.188
12.235	141.735
12.285	142.281
12.335	142.828
12.385	143.375
12.435	143.922
12.485	145.015
12.535	145.562
12.585	146.109
12.635	146.655
12.685	147.202
12.735	147.749
12.785	148.296
12.835	149.389
12.885	149.936
12.935	150.483
12.985	151.029
13.036	151.576
13.085	152.123
13.135	152.670
13.185	153.763
13.235	154.310
13.285	154.856
13.336	155.403
13.385	155.950
13.435	157.043
13.485	157.590
13.535	158.137
13.586	158.684
13.635	159.230
13.685	159.777
13.735	160.324
13.785	161.417
13.835	161.964
13.885	162.511
13.935	163.058
13.985	163.604
14.035	164.151
14.085	165.245
14.135	165.791
14.185	166.338
14.235	166.885
14.285	167.432
14.335	167.978
14.385	168.525
14.435	169.619
14.485	170.165
14.535	170.712
14.585	171.259
14.635	171.806
14.685	172.352
14.735	173.446
14.785	173.992
14.835	174.539
14.885	175.086
14.935	175.633
14.985	176.179
15.035	176.726
15.085	177.820
15.135	178.366
15.185	178.913
15.235	179.460
15.286	180.007
15.335	180.553
15.385	181.647
15.435	182.194
15.485	182.740
15.535	183.287
15.585	183.834
15.635	184.381
15.685	184.927
15.735	186.021
15.785	186.568
15.835	187.114
15.885	187.661
15.935	188.208
15.985	188.755
16.035	189.848
16.085	190.395
16.135	190.942
16.185	191.488
16.235	192.035
16.285	192.582
16.335	193.675
16.385	194.222
16.435	194.769
16.485	195.316
16.535	195.862
16.586	196.409
16.635	197.502
16.685	198.049
16.735	198.596
16.785	199.143
16.835	199.689
16.885	200.236
16.935	200.783
16.985	201.876
17.035	202.423
17.085	202.970
17.135	203.517
17.185	204.063
17.235	204.610
17.285	205.704
17.335	206.250
17.385	206.797
17.435	207.344
17.485	207.891
17.535	208.437
17.585	208.984
17.635	209.531
17.685	210.624
17.735	211.171
17.785	211.718
17.835	212.265
17.885	212.811
17.935	213.358
17.985	213.905
18.035	214.998
18.085	215.545
18.135	216.092
18.185	216.638
18.235	217.185
18.285	217.732
18.335	218.825
18.385	219.372
18.435	219.919
18.485	220.466
18.535	221.012
18.585	221.559
18.635	222.653
18.685	223.199
18.735	223.746
18.785	224.293
18.835	224.840
18.885	225.386
18.935	225.933
18.985	227.027
19.035	227.573
19.085	228.120
19.135	228.667
19.185	229.214
19.235	229.760
19.285	230.307
19.336	231.401
19.385	231.947
19.435	232.494
19.485	233.041
19.535	233.588
19.585	234.134
19.635	235.228
19.685	235.775
19.735	236.321
19.785	236.868
19.835	237.415
19.885	237.962
19.935	238.508
19.985	239.602
20.035	240.148
20.085	240.695
20.135	241.242
20.185	241.789
20.235	242.335
20.285	243.429
20.335	243.976
20.385	244.522
20.435	245.069
20.485	245.616
20.535	246.163
20.585	246.709
20.635	247.256
20.685	247.803
20.735	248.896
20.785	249.443
20.835	249.990
20.885	250.537
20.935	251.083
20.985	251.630
21.035	252.177
21.085	252.724
21.135	253.817
21.185	254.364
21.235	254.911
21.285	254.911
21.335	255.457
21.386	0.000
21.435	0.000
21.485	0.000
21.535	0.000
21.586	0.000
21.635	0.000
21.685	0.000
21.735	0.000
21.785	0.000
21.835	0.000
21.885	0.000
