Motion Through Fluids Experiment Wed, Mar 21, 2018 2:43 PM
Time(sec)	Position(mm)
10.902	113.304
10.952	113.851
11.002	114.397
11.052	114.944
11.102	116.038
11.152	116.584
11.202	117.131
11.252	117.678
11.302	118.225
11.352	118.771
11.402	119.865
11.452	120.412
11.502	120.958
11.552	121.505
11.602	122.052
11.652	123.145
11.702	123.692
11.752	124.239
11.802	124.786
11.852	125.332
11.902	125.879
11.952	126.426
12.002	126.973
12.052	128.066
12.102	128.613
12.152	129.160
12.202	129.706
12.252	130.253
12.302	130.800
12.352	131.893
12.402	132.440
12.452	132.987
12.502	133.533
12.552	134.080
12.602	134.627
12.652	135.720
12.702	136.267
12.752	136.814
12.802	137.361
12.852	137.907
12.902	138.454
12.952	139.548
13.002	140.094
13.052	140.641
13.102	141.188
13.152	141.735
13.202	142.281
13.252	142.828
13.302	143.375
13.352	144.468
13.402	145.015
13.452	145.562
13.502	146.109
13.552	146.655
13.602	147.749
13.652	148.296
13.702	148.842
13.752	149.389
13.802	149.936
13.852	150.483
13.902	151.029
13.952	152.123
14.002	152.670
14.052	153.216
14.102	153.763
14.153	154.310
14.202	154.856
14.252	155.950
14.302	156.497
14.352	157.043
14.402	157.590
14.452	158.137
14.502	158.684
14.552	159.777
14.602	160.324
14.652	160.871
14.702	161.417
14.752	161.964
14.802	162.511
14.852	163.058
14.902	164.151
14.952	164.698
15.002	165.245
15.052	165.791
15.102	166.338
15.152	166.885
15.202	167.978
15.253	168.525
15.302	169.072
15.352	169.619
15.402	170.165
15.452	170.712
15.502	171.259
15.552	172.352
15.602	172.899
15.652	173.446
15.702	173.992
15.752	174.539
15.802	175.086
15.853	176.179
15.902	176.726
15.952	177.273
16.002	177.820
16.052	178.366
16.102	178.913
16.152	179.460
16.202	180.553
16.252	181.100
16.302	181.647
16.352	182.194
16.402	182.740
16.452	183.287
16.503	183.834
16.552	184.927
16.602	185.474
16.652	186.021
16.702	186.568
16.752	187.114
16.802	187.661
16.852	188.208
16.902	189.301
16.952	189.848
17.002	190.395
17.053	190.942
17.102	191.488
17.152	192.035
17.202	193.129
17.252	193.675
17.302	194.222
17.352	194.769
17.402	195.316
17.452	195.862
17.502	196.409
17.552	197.502
17.602	198.049
17.652	198.596
17.702	199.143
17.752	199.689
17.802	200.236
17.852	201.330
17.902	201.876
17.952	202.423
18.002	202.970
18.053	203.517
18.102	204.063
18.152	205.157
18.202	205.704
18.252	206.250
18.302	206.797
18.352	207.344
18.402	207.891
18.452	208.437
18.503	209.531
18.552	210.078
18.602	210.624
18.652	211.171
18.702	211.718
18.752	212.265
18.802	213.358
18.852	213.905
18.902	214.452
18.952	214.998
19.002	215.545
19.052	216.092
19.102	216.638
19.152	217.732
19.202	218.279
19.252	218.825
19.302	219.372
19.352	219.919
19.402	220.466
19.452	221.012
19.502	222.106
19.553	222.653
19.602	223.199
19.652	223.746
19.702	224.293
19.752	224.840
19.802	225.386
19.852	226.480
19.902	227.027
19.952	227.573
20.002	228.120
20.052	228.667
20.102	229.214
20.152	230.307
20.202	230.854
20.252	231.401
20.302	231.947
20.353	232.494
20.402	233.041
20.452	233.588
20.502	234.681
20.552	235.228
20.602	235.775
20.653	236.321
20.702	236.868
20.752	237.415
20.802	237.962
20.852	239.055
20.902	239.602
20.952	240.148
21.002	240.695
21.052	241.242
21.102	241.789
21.152	242.882
21.202	243.429
21.252	243.976
21.302	244.522
21.352	245.069
21.402	245.616
21.452	246.163
21.502	246.709
21.552	247.803
21.602	248.350
21.652	248.896
21.702	249.443
21.752	249.990
21.802	250.537
21.852	251.083
21.902	251.630
21.952	252.724
22.002	253.270
22.052	253.817
22.102	254.364
22.152	254.911
22.202	254.911
22.252	255.457
22.302	0.000
22.352	0.000
22.402	0.000
22.452	0.000
22.502	0.000
22.552	0.000
22.602	0.000
22.652	0.000
22.702	0.000
22.752	0.000
22.802	0.000
22.852	0.000
