Motion Through Fluids Experiment Wed, Mar 21, 2018 2:47 PM
Time(sec)	Position(mm)
7.908	44.414
7.958	44.961
8.008	44.961
8.058	45.508
8.108	46.055
8.159	46.055
8.208	46.601
8.258	47.148
8.308	47.148
8.358	47.695
8.408	48.241
8.458	48.241
8.509	48.788
8.558	49.335
8.608	49.335
8.658	49.882
8.708	50.428
8.758	50.428
8.808	50.975
8.859	51.522
8.908	51.522
8.958	52.069
9.008	52.615
9.058	52.615
9.108	53.162
9.158	53.709
9.208	53.709
9.258	54.256
9.308	54.802
9.358	54.802
9.408	55.349
9.458	55.896
9.508	55.896
9.558	56.443
9.608	56.989
9.658	56.989
9.708	57.536
9.758	58.083
9.808	58.083
9.858	58.630
9.908	59.176
9.958	59.176
10.008	59.723
10.058	60.270
10.108	60.270
10.158	60.817
10.208	61.363
10.258	61.363
10.308	61.910
10.358	62.457
10.408	62.457
10.458	63.004
10.508	63.550
10.558	63.550
10.608	64.097
10.658	64.644
10.708	64.644
10.758	65.191
10.808	65.737
10.858	65.737
10.908	66.284
10.958	66.831
11.008	66.831
11.058	67.378
11.108	67.924
11.158	67.924
11.208	68.471
11.258	69.018
11.308	69.018
11.358	69.564
11.408	70.111
11.459	70.111
11.508	70.658
11.559	71.205
11.608	71.205
11.658	71.751
11.708	72.298
11.758	72.298
11.808	72.845
11.858	73.392
11.908	73.392
11.958	73.938
12.008	74.485
12.058	75.032
12.108	75.032
12.158	75.579
12.208	76.125
12.258	76.125
12.308	76.672
12.358	77.219
12.408	77.219
12.458	77.766
12.508	78.312
12.558	78.312
12.608	78.859
12.658	79.406
12.708	79.406
12.758	79.953
12.808	80.499
12.858	80.499
12.908	81.046
12.958	81.593
13.009	81.593
13.058	82.140
13.108	82.686
13.158	82.686
13.208	83.233
13.258	83.780
13.308	83.780
13.358	84.327
13.408	84.873
13.458	84.873
13.508	85.420
13.558	85.967
13.608	85.967
13.658	86.514
13.708	87.060
13.758	87.060
13.808	87.607
13.858	88.154
13.908	88.154
13.958	88.701
14.008	89.247
14.058	89.247
14.108	89.794
14.158	90.341
14.208	90.341
14.259	90.887
14.308	91.434
14.358	91.434
14.408	91.981
14.458	92.528
14.508	92.528
14.558	93.074
14.608	93.621
14.658	93.621
14.708	94.168
14.758	94.715
14.808	94.715
14.858	95.261
14.908	95.808
14.958	96.355
15.008	96.355
15.058	96.902
15.108	97.448
15.158	97.448
15.208	97.995
15.258	98.542
15.308	98.542
15.358	99.089
15.408	99.635
15.458	99.635
15.508	100.182
15.558	100.729
15.608	100.729
15.658	101.276
15.708	101.822
15.758	101.822
15.808	102.369
15.858	102.916
15.908	102.916
15.958	103.463
16.008	104.009
16.058	104.009
16.108	104.556
16.158	105.103
16.208	105.103
16.258	105.650
16.308	106.196
16.358	106.196
16.408	106.743
16.458	107.290
16.508	107.290
16.558	107.837
16.608	108.383
16.658	108.930
16.708	108.930
16.758	109.477
16.808	110.024
16.858	110.024
16.908	110.570
16.958	111.117
17.008	111.117
17.058	111.664
17.109	112.210
17.158	112.210
17.208	112.757
17.258	113.304
17.308	113.304
17.358	113.851
17.408	114.397
17.458	114.397
17.508	114.944
17.558	115.491
17.608	115.491
17.658	116.038
17.708	116.584
17.758	116.584
17.808	117.131
17.858	117.678
17.908	117.678
17.958	118.225
18.008	118.771
18.058	118.771
18.109	119.318
18.158	119.865
18.208	119.865
18.259	120.412
18.308	120.958
18.358	120.958
18.408	121.505
18.458	122.052
18.508	122.052
18.558	122.599
18.608	123.145
18.658	123.145
18.708	123.692
18.758	124.239
18.808	124.239
18.858	124.786
18.908	125.332
18.958	125.879
19.008	125.879
19.058	126.426
19.108	126.973
19.158	126.973
19.208	127.519
19.258	128.066
19.308	128.066
19.358	128.613
19.408	129.160
19.458	129.160
19.508	129.706
19.558	130.253
19.608	130.253
19.658	130.800
19.708	131.347
19.758	131.347
19.808	131.893
19.858	132.440
19.908	132.440
19.958	132.987
20.008	133.533
20.058	133.533
20.108	134.080
20.158	134.627
20.209	134.627
20.258	135.174
20.308	135.720
20.358	135.720
20.408	136.267
20.458	136.814
20.508	136.814
20.558	137.361
20.608	137.907
20.658	137.907
20.708	138.454
20.758	139.001
20.808	139.548
20.859	139.548
20.908	140.094
20.958	140.641
21.008	140.641
21.058	141.188
21.108	141.735
21.158	141.735
21.208	142.281
21.258	142.828
21.308	142.828
21.358	143.375
21.408	143.922
21.458	143.922
21.508	144.468
21.558	145.015
21.608	145.015
21.658	145.562
21.708	146.109
21.758	146.109
21.808	146.655
21.858	147.202
21.908	147.202
21.958	147.749
22.008	148.296
22.058	148.296
22.108	148.842
22.158	149.389
22.208	149.389
22.258	149.936
22.308	150.483
22.358	151.029
22.408	151.029
22.458	151.576
22.508	152.123
22.558	152.123
22.608	152.670
22.658	153.216
22.708	153.216
22.758	153.763
22.808	154.310
22.858	154.310
22.908	154.856
22.958	155.403
23.009	155.403
23.058	155.950
23.108	156.497
23.158	156.497
23.208	157.043
23.258	157.590
23.308	157.590
23.358	158.137
23.408	158.684
23.458	158.684
23.508	159.230
23.558	159.777
23.608	159.777
23.658	160.324
23.708	160.871
23.758	160.871
23.808	161.417
23.858	161.964
23.909	161.964
23.958	162.511
24.008	163.058
24.058	163.058
24.108	163.604
24.158	164.151
24.208	164.151
24.259	164.698
24.308	165.245
24.358	165.245
24.408	165.791
24.458	166.338
24.509	166.338
24.558	166.885
24.608	167.432
24.658	167.432
24.708	167.978
24.758	168.525
24.808	169.072
24.858	169.072
24.908	169.619
24.958	170.165
25.008	170.165
25.058	170.712
25.108	171.259
25.158	171.259
25.208	171.806
25.258	172.352
25.308	172.352
25.358	172.899
25.409	173.446
25.458	173.446
25.508	173.992
25.558	174.539
25.608	174.539
25.658	175.086
25.708	175.633
25.758	175.633
25.808	176.179
25.858	176.726
25.908	176.726
25.958	177.273
26.008	177.820
26.058	177.820
26.108	178.366
26.158	178.913
26.208	178.913
26.258	179.460
26.308	180.007
26.359	180.007
26.408	180.553
26.458	181.100
26.508	181.100
26.558	181.647
26.608	182.194
26.658	182.194
26.708	182.740
26.758	183.287
26.808	183.287
26.858	183.834
26.908	184.381
26.958	184.381
27.009	184.927
27.058	185.474
27.108	186.021
27.158	186.021
27.208	186.568
27.258	187.114
27.308	187.114
27.358	187.661
27.408	188.208
27.458	188.208
27.508	188.755
27.558	189.301
27.608	189.301
27.658	189.848
27.708	190.395
27.758	190.395
27.808	190.942
27.858	191.488
27.908	191.488
27.958	192.035
28.008	192.582
28.058	192.582
28.108	193.129
28.158	193.675
28.208	193.675
28.258	194.222
28.308	194.769
28.358	194.769
28.408	195.316
28.458	195.862
28.508	195.862
28.558	196.409
28.608	196.956
28.658	196.956
28.708	197.502
28.758	198.049
28.808	198.049
28.858	198.596
28.908	199.143
28.958	199.689
29.008	199.689
29.058	200.236
29.108	200.783
29.158	200.783
29.208	201.330
29.258	201.876
29.308	201.876
29.358	202.423
29.408	202.423
29.458	202.970
29.508	203.517
29.558	203.517
29.608	204.063
29.658	204.610
29.708	204.610
29.758	205.157
29.808	205.704
29.858	206.250
29.908	206.250
29.958	206.797
30.008	207.344
30.058	207.344
30.108	207.891
30.158	208.437
30.208	208.437
30.258	208.984
30.308	209.531
30.358	209.531
30.408	210.078
30.458	210.624
30.508	210.624
30.558	211.171
30.608	211.718
30.658	211.718
30.708	212.265
30.758	212.811
30.808	212.811
30.858	213.358
30.908	213.905
30.958	213.905
31.008	214.452
31.058	214.998
31.108	214.998
31.158	215.545
31.208	216.092
31.258	216.092
31.308	216.638
31.358	217.185
31.408	217.185
31.458	217.732
31.508	218.279
31.558	218.279
31.608	218.825
31.658	219.372
31.708	219.372
31.758	219.919
31.808	220.466
31.858	220.466
31.908	221.012
31.958	221.559
32.008	221.559
32.058	222.106
32.109	222.653
32.158	222.653
32.208	223.199
32.258	223.746
32.308	223.746
32.358	224.293
32.408	224.840
32.458	224.840
32.508	225.386
32.558	225.933
32.608	225.933
32.658	226.480
32.708	227.027
32.758	227.027
32.808	227.573
32.858	228.120
32.909	228.120
32.958	228.667
33.008	229.214
33.058	229.214
33.108	229.760
33.158	230.307
33.208	230.307
33.258	230.854
33.308	231.401
33.358	231.401
33.408	231.947
33.458	232.494
33.508	232.494
33.558	233.041
33.608	233.588
33.658	233.588
33.709	234.134
33.758	234.681
33.808	234.681
33.858	235.228
33.908	235.775
33.958	235.775
34.008	236.321
34.058	236.868
34.108	237.415
34.158	237.415
34.208	237.962
34.258	238.508
34.308	238.508
34.358	239.055
34.408	239.602
34.458	239.602
34.508	240.148
34.558	240.695
34.608	240.695
34.658	241.242
34.708	241.789
34.758	241.789
34.808	242.335
34.858	242.882
34.908	242.882
34.958	243.429
35.008	243.976
35.058	243.976
35.108	244.522
35.158	245.069
35.208	245.069
35.258	245.616
35.308	245.616
35.358	246.163
35.408	246.709
35.458	246.709
35.508	247.256
35.558	247.803
35.608	247.803
35.658	248.350
35.708	248.896
35.758	248.896
35.808	249.443
35.858	249.990
35.908	249.990
35.958	250.537
36.008	250.537
36.058	251.083
36.108	251.630
36.158	252.177
36.208	252.177
36.258	252.724
36.308	253.270
36.358	253.270
36.409	253.817
36.458	253.817
36.508	254.364
36.558	254.911
36.608	255.457
36.658	255.457
36.708	0.000
36.758	0.000
36.809	0.000
36.858	0.000
36.908	0.000
36.958	0.000
37.008	0.000
37.058	0.000
37.108	0.000
37.158	0.000
37.208	0.000
37.259	0.000
37.308	0.000
